employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
2618,41,Female,11,Healthcare,9007,Excellent,Low,Average,3,Yes,90,PhD,Divorced,0,Mid,Medium,No,No,Yes,Good,Medium,1
68013,48,Male,28,Technology,11094,Excellent,High,High,2,Yes,13,Bachelor’s Degree,Married,0,Mid,Small,No,No,No,Fair,Very High,1
50499,33,Female,1,Education,3567,Good,Very High,Average,1,Yes,40,Associate Degree,Single,3,Mid,Medium,No,No,No,Fair,High,0
19038,21,Female,3,Education,3589,Fair,Very High,Average,0,Yes,85,High School,Single,5,Senior,Large,No,No,No,Fair,Low,0
1124,51,Female,11,Healthcare,7567,Good,High,Average,0,No,17,Associate Degree,Single,1,Entry,Medium,No,No,No,Good,Very High,0
55508,43,Male,12,Education,3996,Poor,High,Average,1,No,11,Bachelor’s Degree,Single,3,Senior,Small,No,No,Yes,Good,High,1
33353,47,Female,9,Technology,8810,Fair,Medium,Average,0,No,40,Master’s Degree,Married,3,Entry,Medium,No,No,No,Good,Low,0
55667,30,Female,10,Education,4931,Fair,Low,Average,0,No,91,High School,Married,2,Mid,Medium,No,No,No,Good,High,0
6410,29,Female,5,Technology,9063,Poor,High,Average,1,No,27,High School,Married,0,Senior,Small,No,No,No,Poor,Low,0
74431,53,Female,12,Media,5935,Excellent,High,High,1,Yes,51,Bachelor’s Degree,Single,0,Entry,Medium,No,No,No,Fair,Low,0
69182,51,Female,13,Media,5273,Poor,High,High,0,No,86,Associate Degree,Married,0,Senior,Medium,No,No,No,Fair,High,0
68670,27,Male,7,Education,3721,Fair,High,Below Average,2,No,37,Master’s Degree,Single,2,Mid,Medium,Yes,No,No,Poor,High,1
31367,31,Male,6,Healthcare,7987,Good,High,High,0,Yes,70,Master’s Degree,Single,1,Senior,Small,No,No,No,Poor,Medium,0
8843,26,Female,3,Finance,7249,Fair,High,Average,2,No,55,High School,Married,0,Entry,Small,No,No,No,Good,Medium,0
21642,35,Female,17,Healthcare,7400,Fair,Very High,Below Average,1,No,2,High School,Divorced,2,Mid,Medium,Yes,No,No,Good,Medium,1
12578,34,Male,1,Technology,7508,Excellent,High,Low,0,No,18,High School,Married,3,Entry,Medium,No,No,No,Good,High,1
19335,54,Male,24,Media,5816,Poor,Low,High,2,Yes,60,High School,Married,4,Mid,Medium,No,No,No,Excellent,High,1
4212,59,Female,34,Finance,8690,Excellent,High,Average,0,Yes,77,Master’s Degree,Married,2,Entry,Large,No,No,No,Excellent,Low,0
43207,42,Female,15,Technology,11048,Fair,High,High,0,Yes,21,PhD,Single,1,Senior,Medium,No,No,No,Good,Medium,1
804,40,Female,1,Media,5604,Poor,High,High,0,Yes,75,Master’s Degree,Married,4,Senior,Small,No,No,No,Good,Medium,1
34187,42,Female,10,Technology,9382,Fair,High,Below Average,2,No,64,High School,Single,0,Mid,Medium,No,Yes,Yes,Good,Low,1
65071,46,Female,28,Healthcare,7885,Poor,High,Average,0,No,9,High School,Married,1,Entry,Medium,No,No,No,Poor,Low,1
69383,57,Female,30,Education,4704,Good,Medium,Low,0,Yes,70,Associate Degree,Single,0,Senior,Small,No,No,No,Fair,Low,0
4837,57,Male,35,Technology,6560,Fair,Medium,High,1,No,50,Associate Degree,Married,0,Senior,Medium,No,No,No,Poor,Medium,1
62051,40,Female,21,Media,6758,Fair,High,High,0,No,57,Master’s Degree,Single,2,Entry,Small,Yes,No,No,Excellent,High,0
34054,32,Male,6,Finance,9500,Excellent,High,Average,2,No,21,High School,Married,1,Entry,Small,Yes,No,No,Fair,Medium,1
46458,37,Female,15,Healthcare,9948,Excellent,High,Average,0,No,38,Associate Degree,Single,3,Mid,Medium,No,No,Yes,Poor,Medium,1
63809,30,Male,5,Finance,8217,Excellent,Very High,Average,2,No,6,Associate Degree,Married,0,Mid,Medium,No,No,No,Excellent,Low,0
69805,53,Female,1,Healthcare,8181,Good,High,Average,0,No,58,Bachelor’s Degree,Single,1,Mid,Medium,No,No,No,Good,Medium,0
15881,51,Female,4,Education,3910,Good,High,Average,0,No,90,Bachelor’s Degree,Married,2,Entry,Small,Yes,Yes,No,Good,High,0
16529,44,Male,22,Education,3505,Poor,High,Average,1,Yes,99,Master’s Degree,Married,1,Mid,Small,No,No,No,Good,High,1
45496,32,Female,1,Technology,9867,Good,High,Low,4,No,14,Bachelor’s Degree,Single,1,Entry,Medium,Yes,No,No,Fair,High,1
12893,45,Male,5,Finance,7842,Excellent,Medium,Average,1,No,55,High School,Married,2,Senior,Medium,Yes,No,No,Excellent,Medium,1
52444,38,Female,6,Technology,9134,Good,High,Average,0,Yes,18,Associate Degree,Married,1,Entry,Small,No,No,No,Good,Medium,0
17942,32,Male,5,Healthcare,7818,Excellent,Very High,Below Average,1,No,32,Associate Degree,Married,0,Senior,Medium,No,No,Yes,Good,High,1
42620,35,Female,6,Finance,8764,Poor,High,Average,0,No,28,Bachelor’s Degree,Married,4,Senior,Large,No,No,No,Good,Low,1
65476,58,Male,40,Technology,10890,Good,Very High,Below Average,0,No,45,Associate Degree,Divorced,0,Entry,Medium,No,No,No,Good,Medium,1
58717,43,Female,3,Finance,13217,Excellent,Low,Below Average,0,No,82,Master’s Degree,Single,0,Senior,Small,No,No,No,Good,Low,0
24910,49,Female,4,Media,5776,Fair,High,Average,0,No,54,Bachelor’s Degree,Married,4,Entry,Large,No,No,No,Excellent,High,1
475,43,Female,2,Education,4628,Poor,Medium,Average,1,No,34,Bachelor’s Degree,Married,0,Mid,Large,No,No,Yes,Good,High,1
27299,54,Male,20,Education,3272,Good,High,Average,2,Yes,96,Bachelor’s Degree,Married,0,Entry,Large,No,No,No,Good,High,0
18306,27,Female,8,Finance,12597,Good,Medium,Average,3,No,50,Bachelor’s Degree,Married,1,Senior,Medium,No,No,No,Poor,High,1
68099,20,Male,2,Finance,5736,Good,Medium,High,0,Yes,19,Associate Degree,Married,3,Mid,Medium,Yes,No,Yes,Good,High,1
33210,27,Female,6,Education,3888,Fair,High,Below Average,3,No,73,High School,Divorced,5,Senior,Small,No,No,No,Good,Medium,1
22820,53,Male,17,Technology,7600,Excellent,Medium,Average,2,Yes,57,High School,Divorced,3,Senior,Medium,No,Yes,No,Fair,Low,1
72408,56,Female,38,Technology,6195,Good,High,Average,2,No,66,Bachelor’s Degree,Married,1,Mid,Small,No,No,Yes,Good,Medium,1
10694,33,Male,4,Technology,7996,Good,High,High,2,No,10,High School,Divorced,1,Senior,Medium,No,No,Yes,Poor,High,1
55408,37,Male,12,Education,3730,Good,High,Average,0,No,48,Associate Degree,Married,1,Entry,Small,Yes,No,No,Fair,High,1
6197,41,Male,14,Healthcare,10063,Fair,High,High,0,Yes,86,High School,Single,2,Entry,Medium,Yes,No,No,Good,High,0
46514,22,Female,2,Media,5573,Good,Very High,Average,0,Yes,32,High School,Married,0,Senior,Small,No,No,No,Poor,Low,1
70549,25,Male,3,Education,3642,Good,High,High,1,Yes,39,High School,Divorced,1,Entry,Medium,No,No,Yes,Good,Low,1
48421,32,Male,7,Education,4456,Fair,High,Low,0,No,49,Associate Degree,Married,4,Entry,Large,No,No,No,Fair,Low,1
6805,39,Male,1,Education,4650,Fair,Medium,High,0,No,83,High School,Divorced,0,Entry,Medium,No,No,No,Good,High,0
72527,55,Male,8,Media,6327,Good,High,High,1,Yes,62,Master’s Degree,Single,1,Entry,Small,Yes,No,No,Good,Low,1
41308,39,Female,8,Media,6995,Good,Very High,Average,0,No,50,Associate Degree,Single,4,Mid,Medium,No,No,No,Poor,Low,0
11757,45,Male,6,Technology,10191,Good,Very High,Low,3,Yes,72,Bachelor’s Degree,Married,1,Entry,Medium,No,No,Yes,Good,Medium,0
38243,57,Male,32,Technology,11061,Excellent,High,High,0,No,13,Associate Degree,Single,0,Mid,Large,No,Yes,Yes,Excellent,Medium,1
45054,52,Male,7,Healthcare,6862,Fair,High,Average,1,Yes,57,High School,Single,1,Entry,Medium,Yes,No,No,Good,High,1
45170,41,Male,2,Finance,7082,Good,High,Average,0,No,55,Bachelor’s Degree,Married,1,Entry,Small,No,No,No,Good,Very High,1
66439,31,Female,3,Technology,7748,Good,High,High,0,No,65,Master’s Degree,Single,1,Entry,Medium,No,No,No,Fair,Medium,0
20001,36,Female,15,Technology,8843,Good,Medium,Below Average,0,No,21,Master’s Degree,Divorced,1,Senior,Medium,No,No,No,Good,Low,1
13467,22,Male,1,Technology,9644,Poor,Medium,Below Average,2,No,55,High School,Single,0,Entry,Medium,No,No,No,Good,High,0
42195,41,Male,18,Education,4134,Good,Low,Average,0,No,54,Associate Degree,Single,0,Entry,Large,No,No,No,Excellent,High,0
61291,56,Male,2,Media,6802,Fair,High,Average,1,No,16,Master’s Degree,Divorced,1,Senior,Medium,No,No,No,Poor,High,1
24959,49,Male,3,Healthcare,6243,Good,High,Below Average,2,No,49,Bachelor’s Degree,Single,1,Mid,Medium,No,No,No,Poor,Low,0
13916,34,Female,15,Media,5690,Fair,Medium,Below Average,1,No,80,High School,Married,1,Mid,Medium,Yes,No,No,Good,High,1
19307,40,Female,7,Technology,10223,Good,Very High,Low,2,No,5,Bachelor’s Degree,Married,0,Entry,Medium,No,No,Yes,Good,Medium,1
37190,46,Male,5,Healthcare,8546,Poor,High,Average,1,No,37,Associate Degree,Married,0,Entry,Large,No,No,No,Good,Medium,1
71794,55,Female,37,Media,6249,Excellent,High,Average,0,No,68,Associate Degree,Married,2,Mid,Large,No,No,No,Good,High,1
63082,42,Female,5,Education,4622,Excellent,Medium,High,0,Yes,55,High School,Single,0,Entry,Medium,No,No,No,Poor,Low,0
15425,32,Male,9,Healthcare,8554,Fair,High,Average,0,No,5,Associate Degree,Married,4,Senior,Medium,Yes,No,No,Good,Low,1
27816,40,Male,11,Finance,7623,Good,High,Average,0,No,56,Bachelor’s Degree,Married,0,Senior,Small,No,No,No,Good,High,1
27734,47,Female,18,Education,3804,Good,High,Average,1,Yes,51,Master’s Degree,Married,1,Mid,Medium,No,No,No,Good,High,1
55981,57,Female,30,Technology,11267,Excellent,Very High,Average,1,No,94,Master’s Degree,Single,0,Mid,Medium,No,No,No,Good,Medium,0
19747,33,Male,4,Finance,7493,Good,High,Average,0,No,37,High School,Divorced,0,Entry,Medium,No,No,Yes,Excellent,High,0
38019,50,Male,22,Education,3425,Good,Very High,High,1,No,48,Bachelor’s Degree,Married,3,Entry,Medium,No,No,No,Good,Medium,0
24907,59,Male,28,Finance,6239,Fair,Low,Average,3,No,46,High School,Married,0,Mid,Small,No,No,No,Good,Low,1
1513,57,Female,10,Education,4414,Fair,High,Average,2,No,5,Bachelor’s Degree,Married,3,Senior,Large,No,No,No,Poor,Low,1
16422,47,Male,1,Technology,10724,Good,Very High,Low,0,Yes,37,Master’s Degree,Married,5,Mid,Medium,No,No,No,Fair,Medium,1
19350,30,Male,11,Healthcare,8558,Excellent,High,Average,0,No,32,High School,Married,1,Entry,Small,No,Yes,No,Good,Medium,1
47310,54,Male,9,Healthcare,8258,Good,High,Below Average,1,No,37,Bachelor’s Degree,Single,1,Entry,Medium,No,No,No,Fair,Medium,0
52397,52,Male,14,Healthcare,6988,Excellent,High,Below Average,2,No,71,Associate Degree,Married,3,Entry,Medium,Yes,No,No,Good,High,1
38415,42,Male,8,Education,4426,Good,High,Average,0,No,90,Associate Degree,Married,0,Senior,Medium,No,No,Yes,Good,Medium,1
43171,50,Male,25,Healthcare,7712,Good,High,Average,0,No,28,Master’s Degree,Married,2,Entry,Medium,Yes,No,Yes,Poor,Very High,1
16890,45,Female,10,Technology,9135,Fair,Medium,Low,2,No,16,Master’s Degree,Single,2,Mid,Medium,No,No,No,Good,Low,0
30840,54,Female,34,Finance,7734,Good,Very High,Average,0,No,32,Master’s Degree,Single,5,Entry,Medium,No,No,No,Excellent,Low,0
3754,28,Male,8,Education,4565,Good,High,Average,2,No,16,High School,Single,0,Senior,Medium,No,No,Yes,Fair,Low,1
55504,37,Male,9,Education,5097,Fair,Medium,Average,0,No,74,Bachelor’s Degree,Married,0,Mid,Large,No,No,No,Poor,Low,1
12253,55,Male,20,Education,4591,Fair,Medium,Average,1,Yes,22,High School,Single,1,Mid,Medium,No,No,No,Poor,Medium,0
20489,40,Male,10,Healthcare,6990,Good,High,High,0,No,53,High School,Married,0,Mid,Medium,Yes,No,No,Good,Medium,1
56738,29,Male,2,Technology,11615,Good,High,Average,0,No,97,Master’s Degree,Married,2,Mid,Small,No,No,No,Good,High,0
1331,56,Female,34,Healthcare,7817,Good,High,Average,0,No,56,PhD,Married,0,Mid,Large,No,No,No,Good,Medium,1
13239,40,Female,16,Media,6757,Good,High,Average,3,No,15,Associate Degree,Married,3,Mid,Medium,No,No,No,Good,High,1
72282,57,Female,22,Healthcare,8050,Excellent,High,Low,0,No,72,High School,Single,3,Mid,Small,No,No,No,Good,Low,1
55855,50,Female,8,Technology,7180,Good,Low,High,2,Yes,16,Bachelor’s Degree,Single,1,Entry,Small,No,No,No,Excellent,Medium,0
65650,53,Male,1,Finance,9177,Good,Medium,Average,2,Yes,86,High School,Divorced,0,Mid,Medium,No,No,No,Good,High,0
39273,45,Female,11,Education,5096,Excellent,High,Average,1,No,82,Associate Degree,Married,1,Mid,Small,No,No,No,Good,High,1
70904,21,Female,3,Healthcare,8447,Fair,High,High,2,No,53,Bachelor’s Degree,Married,4,Entry,Small,No,No,No,Poor,Medium,0
46703,59,Female,28,Healthcare,6665,Excellent,Low,High,1,No,29,Bachelor’s Degree,Divorced,0,Mid,Small,No,No,Yes,Good,High,1
25235,47,Female,10,Technology,9408,Fair,Medium,Average,1,No,39,Bachelor’s Degree,Married,5,Mid,Medium,No,No,No,Good,High,1
18714,27,Female,1,Education,4415,Poor,Low,High,1,No,66,Bachelor’s Degree,Divorced,1,Mid,Small,No,No,No,Fair,High,0
27905,38,Male,6,Healthcare,7288,Excellent,High,Average,2,No,31,High School,Married,1,Entry,Large,No,No,Yes,Poor,Low,1
3698,59,Male,36,Education,4206,Good,High,Low,0,Yes,25,Bachelor’s Degree,Married,3,Senior,Medium,No,No,No,Fair,Low,1
59042,38,Female,14,Education,5543,Excellent,Very High,Below Average,0,No,98,Associate Degree,Single,3,Senior,Medium,No,No,No,Excellent,Low,1
2827,51,Male,30,Education,3445,Good,Medium,Average,0,No,14,Bachelor’s Degree,Married,0,Entry,Small,No,No,No,Good,Low,1
52505,46,Male,9,Education,5224,Poor,High,Average,0,No,4,High School,Single,1,Entry,Small,Yes,Yes,Yes,Good,Medium,1
42440,52,Female,5,Technology,10159,Good,Medium,Average,0,No,79,Associate Degree,Divorced,3,Mid,Small,Yes,No,No,Good,High,0
33092,40,Female,14,Finance,9416,Excellent,High,High,2,No,6,PhD,Married,3,Mid,Large,No,No,No,Poor,Medium,1
42255,41,Male,20,Technology,7141,Poor,High,Average,0,Yes,9,Bachelor’s Degree,Married,1,Mid,Large,Yes,No,No,Fair,Medium,1
8271,43,Female,17,Technology,10780,Excellent,High,Average,1,No,32,High School,Divorced,3,Mid,Large,Yes,No,Yes,Fair,Medium,1
36665,40,Female,19,Technology,6273,Poor,High,Average,0,No,33,High School,Married,3,Senior,Medium,Yes,No,No,Poor,High,1
28167,34,Male,3,Education,4261,Good,Very High,Below Average,1,Yes,5,High School,Single,4,Entry,Small,No,No,No,Fair,Low,0
3483,28,Male,10,Technology,11275,Poor,Very High,Low,0,No,30,Associate Degree,Married,0,Mid,Large,No,No,No,Fair,Low,0
8216,59,Male,20,Healthcare,8020,Excellent,Very High,Average,0,Yes,2,Bachelor’s Degree,Married,1,Mid,Medium,Yes,No,No,Excellent,Very High,1
26167,27,Male,4,Technology,9216,Good,High,High,3,No,99,Master’s Degree,Married,1,Mid,Small,No,No,No,Good,Low,1
64911,31,Male,3,Finance,9255,Fair,High,High,2,Yes,14,Associate Degree,Married,3,Entry,Medium,No,No,No,Good,Low,1
22001,29,Female,9,Media,6269,Good,Very High,Average,0,No,71,High School,Single,3,Entry,Medium,No,No,No,Poor,Low,0
41476,43,Female,25,Healthcare,7491,Good,High,Average,3,No,43,Master’s Degree,Married,1,Mid,Small,No,No,No,Good,High,1
20424,50,Male,7,Education,5711,Good,Very High,High,2,Yes,2,Associate Degree,Married,6,Entry,Medium,No,No,No,Good,Medium,1
40489,42,Male,22,Media,5999,Good,High,Below Average,0,No,62,Master’s Degree,Married,0,Mid,Large,Yes,No,No,Fair,High,1
6986,49,Female,10,Healthcare,8256,Good,High,Average,2,Yes,66,Master’s Degree,Single,3,Mid,Medium,No,No,No,Good,Medium,0
44919,46,Male,7,Media,6524,Good,High,Average,1,Yes,71,Associate Degree,Married,1,Mid,Small,No,No,No,Good,Low,1
46843,41,Male,20,Education,4756,Good,High,Average,1,Yes,23,Master’s Degree,Married,0,Entry,Small,No,No,No,Good,Medium,0
64976,42,Male,4,Healthcare,7133,Excellent,High,Below Average,3,Yes,43,Bachelor’s Degree,Married,2,Senior,Large,No,No,No,Fair,High,1
25928,49,Female,18,Media,6123,Good,Medium,Average,1,No,98,Bachelor’s Degree,Married,0,Mid,Medium,No,No,No,Good,Medium,1
17785,46,Male,13,Finance,6277,Good,High,Average,2,No,59,Bachelor’s Degree,Single,1,Entry,Small,No,No,No,Good,Low,1
34194,55,Male,20,Finance,10878,Excellent,High,Below Average,2,Yes,4,Bachelor’s Degree,Divorced,4,Mid,Medium,No,No,No,Fair,Low,1
53248,53,Female,6,Healthcare,9210,Good,High,Average,0,Yes,97,High School,Single,3,Mid,Small,No,No,No,Good,Medium,0
42860,59,Female,15,Healthcare,8625,Good,High,High,2,Yes,76,High School,Married,0,Entry,Medium,No,No,No,Excellent,High,0
2239,48,Female,21,Finance,6100,Fair,High,Low,2,No,85,Master’s Degree,Married,0,Senior,Medium,No,No,No,Poor,High,1
42173,37,Female,11,Technology,10312,Good,Medium,High,2,No,39,Bachelor’s Degree,Married,1,Entry,Large,No,No,Yes,Good,High,1
52848,49,Male,1,Education,3355,Fair,High,High,1,Yes,66,Bachelor’s Degree,Single,4,Entry,Medium,No,No,No,Good,High,1
27597,57,Male,12,Finance,9738,Good,Medium,Average,2,No,88,Bachelor’s Degree,Married,0,Mid,Small,Yes,No,No,Good,High,1
57795,45,Male,26,Technology,12282,Fair,High,Average,1,No,26,Associate Degree,Married,1,Entry,Medium,No,No,No,Fair,Medium,1
16913,27,Male,8,Healthcare,8621,Good,Very High,Below Average,0,Yes,84,High School,Single,1,Entry,Small,No,No,No,Good,Low,0
42276,42,Male,23,Finance,11832,Good,Very High,High,0,No,78,Master’s Degree,Married,0,Mid,Large,No,Yes,No,Poor,Low,0
13470,47,Male,29,Finance,8188,Good,Low,Below Average,0,No,76,Bachelor’s Degree,Married,2,Mid,Small,No,No,No,Good,Medium,0
43973,42,Female,14,Finance,9916,Poor,High,Average,1,No,89,High School,Single,0,Senior,Small,No,No,No,Poor,High,1
6001,23,Male,1,Finance,11035,Good,High,Average,2,No,95,Associate Degree,Single,3,Entry,Medium,No,No,No,Poor,Medium,0
26567,45,Female,10,Education,4360,Fair,Very High,Average,0,No,37,PhD,Single,3,Mid,Small,No,No,No,Good,Low,1
42076,49,Male,5,Healthcare,9619,Good,High,Average,0,Yes,43,Associate Degree,Married,3,Mid,Medium,Yes,No,No,Good,Medium,1
58234,35,Male,9,Education,5141,Excellent,High,High,0,No,40,Bachelor’s Degree,Single,4,Entry,Medium,No,No,Yes,Poor,High,1
17733,56,Male,10,Technology,10589,Fair,Very High,Average,0,No,29,High School,Married,0,Senior,Medium,No,No,No,Fair,High,1
28100,52,Female,14,Education,5552,Good,Very High,Below Average,1,Yes,29,Bachelor’s Degree,Single,0,Entry,Large,No,No,No,Fair,High,0
33825,22,Male,4,Education,2678,Poor,High,High,1,Yes,72,High School,Divorced,4,Entry,Small,No,No,No,Good,High,0
74448,36,Female,6,Technology,8902,Good,Low,Average,0,Yes,64,Associate Degree,Married,2,Mid,Large,No,No,No,Excellent,Medium,0
58844,42,Female,9,Technology,7191,Excellent,Medium,Average,1,Yes,43,High School,Married,0,Entry,Medium,Yes,No,Yes,Good,Medium,1
40457,41,Male,3,Finance,7869,Poor,High,Below Average,0,Yes,2,Associate Degree,Married,1,Mid,Medium,No,No,No,Poor,Low,1
45132,52,Male,5,Healthcare,7252,Fair,High,Average,0,Yes,56,High School,Married,4,Senior,Medium,No,No,No,Fair,High,1
27097,40,Female,19,Finance,6438,Fair,Medium,Average,2,No,29,Associate Degree,Single,2,Entry,Large,No,No,No,Fair,Low,0
65226,32,Male,7,Technology,11702,Fair,Very High,High,2,No,97,High School,Single,4,Entry,Small,Yes,No,No,Good,Low,0
7118,30,Female,10,Media,5983,Excellent,Medium,Average,2,No,24,Associate Degree,Single,0,Senior,Large,No,Yes,No,Good,High,1
6400,45,Female,9,Healthcare,9111,Fair,Medium,Low,3,No,9,Master’s Degree,Married,4,Entry,Medium,Yes,No,No,Good,High,1
46193,32,Male,12,Healthcare,10479,Good,High,High,0,No,46,High School,Married,0,Mid,Large,No,No,No,Good,Low,1
1567,34,Male,5,Finance,11459,Excellent,High,Average,0,No,14,Bachelor’s Degree,Single,3,Mid,Medium,No,No,No,Poor,High,0
1142,51,Male,22,Media,5628,Fair,Medium,Below Average,0,Yes,1,High School,Divorced,0,Entry,Small,No,No,No,Excellent,Medium,1
12545,39,Female,13,Technology,8715,Good,Low,Average,0,No,91,Bachelor’s Degree,Married,1,Entry,Small,No,No,No,Fair,High,0
41364,53,Male,27,Healthcare,7877,Good,High,Average,3,No,91,High School,Married,3,Entry,Medium,Yes,No,No,Fair,Medium,1
44020,38,Male,6,Healthcare,8295,Good,Very High,Below Average,2,No,41,Bachelor’s Degree,Married,5,Entry,Medium,No,No,No,Poor,High,1
38748,28,Male,3,Healthcare,7319,Excellent,High,Average,2,No,14,Bachelor’s Degree,Married,2,Senior,Small,No,No,No,Poor,Low,1
41802,58,Male,24,Finance,7889,Good,High,Average,0,No,23,Bachelor’s Degree,Married,3,Entry,Medium,No,No,No,Excellent,High,1
59512,59,Male,38,Healthcare,5101,Excellent,Low,High,0,Yes,72,Bachelor’s Degree,Single,2,Mid,Medium,No,No,No,Good,Low,0
50042,37,Female,17,Technology,10038,Fair,Medium,Average,2,No,40,Associate Degree,Married,0,Senior,Small,No,No,No,Excellent,Low,1
60619,57,Male,6,Technology,8118,Poor,High,Average,2,No,76,High School,Married,1,Mid,Small,Yes,No,Yes,Good,Low,0
11541,33,Female,10,Media,6516,Poor,High,Average,0,Yes,78,Bachelor’s Degree,Married,1,Mid,Medium,Yes,No,No,Fair,Medium,1
7442,53,Female,22,Education,4479,Poor,Very High,Average,0,No,41,High School,Married,0,Senior,Medium,No,Yes,No,Good,Low,1
6725,59,Female,12,Healthcare,7310,Good,Medium,Below Average,0,No,14,Bachelor’s Degree,Single,0,Mid,Medium,No,No,No,Good,Low,1
51511,56,Male,1,Finance,8255,Poor,Low,High,0,No,49,Associate Degree,Married,2,Entry,Medium,No,No,No,Excellent,Medium,0
3827,53,Female,6,Media,5391,Fair,Medium,Average,0,No,90,Associate Degree,Married,2,Senior,Medium,No,No,No,Poor,High,1
43406,53,Male,1,Education,4836,Excellent,High,Average,0,No,27,Bachelor’s Degree,Married,0,Mid,Medium,Yes,No,No,Poor,Very High,1
7802,57,Male,31,Technology,9638,Good,Very High,Average,0,Yes,31,Bachelor’s Degree,Married,2,Mid,Large,No,No,No,Good,Very High,1
51443,58,Female,26,Media,7350,Good,High,Average,0,No,54,Bachelor’s Degree,Divorced,0,Mid,Medium,Yes,No,Yes,Fair,Low,1
10119,48,Male,27,Healthcare,10586,Fair,Medium,Below Average,1,Yes,88,Bachelor’s Degree,Married,0,Entry,Small,No,No,No,Good,Low,1
18279,42,Male,8,Technology,9338,Fair,High,Average,0,No,76,PhD,Married,1,Mid,Small,Yes,No,No,Fair,High,1
35393,58,Male,36,Healthcare,9729,Fair,High,Average,1,No,68,High School,Single,4,Mid,Small,No,No,No,Excellent,High,0
70110,38,Female,6,Technology,6506,Good,Medium,High,2,Yes,24,High School,Married,3,Senior,Medium,No,No,No,Good,Low,1
36461,43,Male,12,Technology,11153,Good,High,High,1,Yes,19,High School,Single,3,Mid,Medium,No,No,No,Good,Medium,0
30317,43,Male,5,Healthcare,8351,Good,Medium,High,2,Yes,31,Bachelor’s Degree,Single,1,Mid,Medium,No,No,No,Good,Medium,0
59338,53,Male,35,Education,3613,Excellent,Medium,Average,0,Yes,62,High School,Married,5,Senior,Medium,No,No,No,Good,Low,1
43079,45,Male,25,Technology,9408,Good,Medium,Average,2,No,44,PhD,Married,1,Mid,Small,No,No,No,Fair,Medium,1
16461,58,Female,33,Education,4761,Excellent,High,Average,0,No,30,Master’s Degree,Married,3,Entry,Medium,No,No,Yes,Fair,Medium,1
53524,30,Male,2,Healthcare,8809,Fair,Very High,Below Average,1,Yes,49,Associate Degree,Married,0,Entry,Medium,No,No,No,Excellent,Low,0
11294,43,Male,25,Finance,8773,Fair,High,Average,0,No,33,Master’s Degree,Married,4,Mid,Small,No,No,No,Excellent,Medium,0
40983,59,Male,27,Technology,8238,Good,High,Average,0,No,11,High School,Married,4,Mid,Medium,No,No,No,Poor,High,1
60494,53,Male,31,Healthcare,8069,Fair,Medium,Below Average,0,No,18,Bachelor’s Degree,Divorced,2,Mid,Large,No,Yes,Yes,Good,Low,1
14792,35,Female,8,Finance,9971,Fair,High,Average,1,Yes,92,High School,Divorced,4,Mid,Medium,No,No,No,Poor,Low,1
52726,39,Female,8,Media,5323,Fair,High,Average,0,No,98,High School,Married,5,Entry,Large,No,No,No,Poor,Medium,0
14118,51,Female,27,Healthcare,7837,Excellent,High,High,0,No,53,Bachelor’s Degree,Single,2,Mid,Medium,No,No,Yes,Poor,Low,1
8659,28,Female,5,Healthcare,9223,Fair,Low,Below Average,0,No,32,PhD,Married,1,Mid,Small,Yes,No,Yes,Good,Medium,1
70157,34,Female,12,Education,6027,Fair,Very High,Below Average,0,No,61,Bachelor’s Degree,Divorced,0,Mid,Medium,No,No,No,Excellent,Low,1
31777,39,Male,1,Media,5498,Excellent,Low,Average,2,Yes,89,PhD,Divorced,1,Entry,Medium,Yes,No,No,Good,Medium,1
56501,53,Male,28,Technology,8793,Poor,High,Average,2,No,48,Master’s Degree,Married,0,Mid,Medium,No,Yes,Yes,Good,Low,1
2624,52,Male,9,Media,6027,Good,Medium,Low,0,No,73,High School,Married,2,Mid,Small,No,No,No,Good,Low,1
3187,54,Female,26,Technology,8713,Excellent,High,Below Average,0,No,75,Associate Degree,Married,1,Entry,Medium,No,No,Yes,Good,High,1
58623,59,Male,25,Healthcare,6104,Excellent,Very High,Average,2,Yes,69,Master’s Degree,Married,0,Entry,Small,No,No,No,Good,Low,1
647,22,Male,3,Education,5399,Excellent,Medium,Average,2,No,20,Master’s Degree,Married,5,Mid,Small,No,No,Yes,Fair,Low,1
5084,23,Male,2,Healthcare,7194,Fair,High,Average,0,No,66,Associate Degree,Married,2,Entry,Medium,No,No,No,Poor,Medium,0
6258,34,Female,15,Technology,7957,Good,High,Average,0,Yes,30,Master’s Degree,Married,2,Mid,Small,No,No,No,Poor,Low,1
3956,30,Male,6,Education,4077,Poor,High,High,1,No,3,Bachelor’s Degree,Single,0,Senior,Medium,No,No,No,Excellent,Medium,0
63212,28,Female,2,Technology,5803,Excellent,Very High,Average,0,No,97,Associate Degree,Single,1,Entry,Medium,No,No,No,Poor,Medium,0
56354,31,Male,10,Education,5598,Fair,Medium,High,0,No,71,Associate Degree,Single,0,Mid,Small,No,No,No,Poor,High,1
